Id,Condition,PropertyType,PropertySubType,Bedrooms,Bathrooms,AreaNet,AreaGross,Parking,Latitude,Longitude,Country,District,Municipality,Parish,Price M2,Price
318,For Refurbishment,Homes,Apartment,3,1,75,150,0,38.7177,-9.1342,Portugal,Lisboa,Lisboa,Santa Maria Maior,4807,290000
319,For Refurbishment,Homes,Duplex,4,2,130,260,0,38.7093,-9.1665,Portugal,Lisboa,Lisboa,Estrela,4005,520000
320,For Refurbishment,Homes,Apartment,4,3,130,260,0,38.7568,-9.1782,Portugal,Lisboa,Lisboa,Sao Domingos de Benfica,3412,376500
321,For Refurbishment,Homes,Apartment,3,1,83,166,0,38.7125,-9.1564,Portugal,Lisboa,Lisboa,Estrela,4005,250000
322,For Refurbishment,Homes,Apartment,2,1,70,140,0,38.7269,-9.1649,Portugal,Lisboa,Lisboa,Campolide,3036,125500
323,For Refurbishment,Homes,Apartment,3,1,85,170,0,38.7619,-9.1127,Portugal,Lisboa,Lisboa,Olivais,2463,187000
324,For Refurbishment,Homes,Apartment,3,2,83,166,0,38.7321,-9.1284,Portugal,Lisboa,Lisboa,Penha de Franca,2973,267000
325,For Refurbishment,Homes,Apartment,4,2,102,204,0,38.7544,-9.1161,Portugal,Lisboa,Lisboa,Marvila,2881,249000
326,For Refurbishment,Homes,Apartment,3,2,107,214,0,38.7466,-9.1348,Portugal,Lisboa,Lisboa,Alvalade,3623,430000
327,For Refurbishment,Homes,Apartment,3,1,80,160,0,38.7177,-9.1342,Portugal,Lisboa,Lisboa,Santa Maria Maior,4807,320000
328,For Refurbishment,Homes,Apartment,2,1,54,108,0,38.7062,-9.1638,Portugal,Lisboa,Lisboa,Estrela,4005,275000
329,For Refurbishment,Homes,Apartment,5,2,136,272,0,38.7362,-9.1305,Portugal,Lisboa,Lisboa,Penha de Franca,2973,450000
330,For Refurbishment,Homes,Apartment,3,2,77,154,0,38.7216,-9.1436,Portugal,Lisboa,Lisboa,Santo Antonio,5340,298000
331,For Refurbishment,Homes,Apartment,2,1,47,94,0,38.7172,-9.1632,Portugal,Lisboa,Lisboa,Campo de Ourique,3859,235000
332,For Refurbishment,Homes,Apartment,2,1,56,112,0,38.7166,-9.1385,Portugal,Lisboa,Lisboa,Arroios,3277,199900
333,For Refurbishment,Homes,Apartment,1,1,51,102,0,38.7086,-9.1555,Portugal,Lisboa,Lisboa,Estrela,4005,189000
334,For Refurbishment,Homes,Apartment,2,1,55,110,0,38.7696,-9.1133,Portugal,Lisboa,Lisboa,Olivais,2463,170000
335,For Refurbishment,Homes,Apartment,1,1,51,102,0,38.7245,-9.1203,Portugal,Lisboa,Lisboa,Penha de Franca,2973,160000
336,For Refurbishment,Homes,Apartment,4,1,112,224,0,38.7305,-9.1396,Portugal,Lisboa,Lisboa,Arroios,3277,375000
337,For Refurbishment,Homes,Apartment,3,1,103,206,0,38.7297,-9.1397,Portugal,Lisboa,Lisboa,Arroios,3277,325000
338,For Refurbishment,Homes,Apartment,2,1,100,200,0,38.7304,-9.1395,Portugal,Lisboa,Lisboa,Arroios,3277,270000
339,For Refurbishment,Homes,Apartment,2,1,93,186,0,38.7297,-9.1397,Portugal,Lisboa,Lisboa,Arroios,3277,270000
340,For Refurbishment,Homes,Apartment,4,2,179,358,0,38.7265,-9.1443,Portugal,Lisboa,Lisboa,Santo Antonio,5340,630000
341,For Refurbishment,Homes,Apartment,2,2,51,102,0,38.7126,-9.1265,Portugal,Lisboa,Lisboa,Santa Maria Maior,4807,235000
342,For Refurbishment,Homes,Apartment,5,1,135,270,0,38.7365,-9.1417,Portugal,Lisboa,Lisboa,Avenidas Novas,3841,480000
343,For Refurbishment,Homes,Apartment,1,1,54,108,0,38.7227,-9.1456,Portugal,Lisboa,Lisboa,Santo Antonio,5340,240000
344,For Refurbishment,Homes,Apartment,3,2,113,226,0,38.7589,-9.1695,Portugal,Lisboa,Lisboa,Lumiar,2927,450000
345,For Refurbishment,Homes,Apartment,2,1,46,92,0,38.7281,-9.1409,Portugal,Lisboa,Lisboa,Arroios,3277,205000
346,For Refurbishment,Homes,Apartment,2,1,66,132,0,38.7460,-9.1769,Portugal,Lisboa,Lisboa,Benfica,2727,196500
347,For Refurbishment,Homes,Apartment,3,1,75,150,0,38.7177,-9.1341,Portugal,Lisboa,Lisboa,Santa Maria Maior,4807,245000
348,For Refurbishment,Single Habitation,Townhouse Dwelling,2,1,90,180,0,38.7694,-9.1138,Portugal,Lisboa,Lisboa,Olivais,2463,486000
349,For Refurbishment,Single Habitation,Dwelling,4,3,121,242,0,38.7030,-9.2044,Portugal,Lisboa,Lisboa,Belem,3542,375000
350,For Refurbishment,Single Habitation,Townhouse Dwelling,2,2,70,140,0,38.7265,-9.1680,Portugal,Lisboa,Lisboa,Campolide,3036,850000
