ID,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,Style
224,Série Signature Kellerbier,Les Trois Mousquetaires,Les Trois Mousquetaires Série Signature Kellerbier,"Notes:Unfiltered golden lager inspired by the Kellerbiers, or ""cellar beers"", found in the northern Bavarian region of Franconia. This Kellerbier marries a rich malt flavor with an herbal hop character.\t",5.5,20.0,40.0,32.0,73.0,15.0,64.0,58.0,55.0,2.0,50.0,115.0,32.0,103.0,3.892157,4.127451,3.970588,3.980392,,51.0,12
533,Abbaye Des Rocs [Brasserie Des Rocs Brune],Brasserie de l'Abbaye des Rocs s.a.,Brasserie de l'Abbaye des Rocs s.a. Abbaye Des Rocs [Brasserie Des Rocs Brune],Notes:,9.0,25.0,50.0,10.0,45.0,28.0,17.0,92.0,21.0,1.0,53.0,18.0,18.0,72.0,4.261324,4.085366,4.165505,4.301394,4.228223,287.0,7
299,DBA (Double Barrel Ale),Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Double Barrel Ale,"Notes:DBA—a.k.a. Double Barrel Ale—is the trailblazing ﬂagship beer that started it all for us back in 1996. Partially fermented in our patented Firestone Union oak-­‐barrel brewing system, DBA quickly took the Central Coast by storm and set the pace for future beers to come. Today, DBA is regarded as a California classic, and stands as an iconic tribute to traditional cask-­‐fermented English ales. Pale malts create a smooth middle with ribbons of caramel, English toﬀee and toasted oak.\t",,20.0,40.0,9.0,27.0,6.0,32.0,46.0,22.0,0.0,19.0,43.0,11.0,80.0,3.496269,3.752799,3.66791,3.668843,3.852612,536.0,11
468,Peach,Upland Brewing Company,Upland Brewing Company Peach Lambic,Notes:Formerly Peach Lambic\t,6.0,15.0,21.0,60.0,9876.0,11.0,0.0,70.0,185.0,4.0,147.0,11.0,7.0,39.0,3.90625,3.6625,3.6875,3.8375,3.93125,80.0,13
597,Winter Shredder,Cisco Brewers Inc.,Cisco Brewers Inc. Winter Shredder,Notes:,8.8,35.0,50.0,15.0,37.0,24.0,35.0,46.0,19.0,0.0,,45.0,67.0,74.0,4.125,3.875,3.875,3.75,4.0,4.0,8
318,Maudite,Unibroue,Unibroue Maudite,"Notes:Without a doubt Unibroue’s best-known beer, La Maudite is inspired by abbey beers and Belgian double-style ales. It first hit the shelves in 1992 and took the province by storm with its 8% alcohol content, making it the first strong beer available in grocery stores.That’s where the idea came to tie its name and branding to a pact signed with the devil. The illustration of the “chasse-galerie” (or flying canoe) from a beloved Quebec legend captures the spirit of the beer.\t",8.0,15.0,30.0,12.0,,16.0,10.0,56.0,23.0,9876.0,46.0,12.0,27.0,59.0,4.089306,4.105202,4.089884,4.236705,4.137572,1730.0,2
511,Murphy's Irish Stout,Murphy Brewery Ireland Limited,Murphy Brewery Ireland Limited Murphy's Irish Stout,"Notes:Murphy’s is an internationally recognized Irish stout, brewed since 1856 in the iconic Lady’s Well Brewery, Cork.Classified as an Irish Dry Stout, Murphy’s is dark in color and medium-bodied. It is silky smooth with toffee & coffee undertones, almost no bitterness, and a irresistible creamy finish.\t",4.0,30.0,40.0,15.0,98.0,9.0,36.0,38.0,5.0,0.0,3.0,18.0,4.0,76.0,3.488802,4.25084,3.765957,3.670213,3.943449,893.0,5
602,Scarecrow Ale,Wychwood Brewery Company Ltd,Wychwood Brewery Company Ltd Scarecrow Ale,Notes:,4.7,20.0,40.0,26.0,,9.0,45.0,34.0,40.0,,33.0,78.0,5.0,72.0,2.958525,3.225806,3.06682,3.018433,3.076037,217.0,11
630,Old Speckled Hen,Greene King / Morland Brewery,Greene King / Morland Brewery Old Speckled Hen,"Notes:Old Speckled Hen is popular with ale drinkers up and down the country and renowned for its unique character and consistent quality.The great British ale was first brewed to commemorate the 50th anniversary of the MG car factory in Abingdon, Oxfordshire. It was even named after the factory’s old run around car which was often parked outside the paint shop. Spattered in paint, the car became known as the “Owld Speckl’d Un”. The eagle-eyed might even see the resemblance between MG’s logo and the Old Speckled Hen label!More than 35 years on, the great premium ale continues to be a finely balanced beer with a distinctive rich, malty taste and fruity aroma.\t",5.0,20.0,40.0,,48.0,21.0,,66.0,30.0,0.0,34.0,78.0,13.0,102.0,3.324943,3.858124,3.508581,3.451373,3.599542,874.0,11
522,Genesee Beer,Genesee Brewing Co. / Dundee Brewing Co.,Genesee Brewing Co. / Dundee Brewing Co. Genesee Beer,"Notes:Brewed with six-row barley malt, corn grits and hops from the Yakima Valley.\t",4.5,8.0,18.0,11.0,33.0,3.0,17.0,21.0,8.0,1.0,8.0,29.0,5.0,48.0,2.611765,,2.85,2.811765,3.047059,170.0,6
214,Brother Joseph's Belgian Dubbel,Straight To Ale,Straight To Ale Brother Joseph's Belgian Dubbel,"Notes:Maimed in an accident that left him with a hunched back, Brother Joseph Zoettl worked in the St. Bernard Abbey power plant shoveling coal. In his spare time, Brother Joseph used found objects such as marbles and chunks of concrete and tile to build miniature shrines and buildings on the Abbey grounds. Over 40 years, he created 125 different models and replicas. Today, the Ave Maria Grotto covers three acres and is world-renowned as both a fun roadside attraction and an awe-inspiring collection of folk art. We have named our Belgian dubbel after Brother Joseph as a testament to his perseverance, his hard work, and his indomitable spirit. A full-flavored abbey-style ale with a complex taste and aroma, Brother Joseph’s Dubbel is filled with specialty malt and dark fruit character.\t",8.0,15.0,30.0,10.0,29.0,14.0,17.0,96.0,25.0,0.0,63.0,24.0,21.0,66.0,3.75,4.25,3.5,3.5,3.5,2.0,2
241,Hacker-Pschorr Hefe Weisse Naturtrüb,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Hefe Weisse Natürtrub,"Notes:Our unfiltered Hacker-Pschorr Weissbier is naturally cloudy, full-flavoured and uniquely refreshing. Georg Pschorr – in his day owner of the Pschorr brewery and a man of true foresight - spread word of this exquisite and enjoyable Hefe-Weissbier and made it popular beyond the borders of Bavaria.\t",5.5,10.0,15.0,12.0,68.0,,18.0,39.0,51.0,2.0,89.0,12.0,27.0,79.0,3.957977,4.106838,3.987179,4.051994,4.146011,702.0,14
412,Snow Cap,"Pyramid Breweries, Inc.","Pyramid Breweries, Inc. Snow Cap","Notes:Deep mahogany in color, our full-bodied winter warmer is brewed in the spirit of British winter ales. Crafted with a flurry of roasted chocolate and caramel malts, and generously hopped, it delivers a smooth finish that makes this beer the perfect cold weather companion.\t",7.0,35.0,50.0,12.0,82.0,35.0,66.0,104.0,34.0,1.0,57.0,,25.0,144.0,3.49187,3.72561,3.534553,3.519309,3.54065,492.0,8
107,Nostradamus,Brasserie Caracole,Brasserie Caracole Nostradamus,Notes:,9.0,25.0,50.0,6.0,39.0,9876.0,6.0,72.0,30.0,0.0,68.0,4.0,14.0,47.0,4.005482,4.003289,3.992325,4.125,3.989035,456.0,7
588,Yanjing Beer,Beijing Yanjing Beer Group Corporation,Beijing Yanjing Beer Group Corporation Yanjing Beer,Notes:,4.7,18.0,25.0,22.0,21.0,2.0,24.0,31.0,12.0,1.0,,35.0,3.0,47.0,2.513761,2.830275,2.637615,,2.862385,109.0,1
119,Lost & Found,The Lost Abbey,The Lost Abbey Lost & Found Abbey Ale,"Notes:Modeled after the great Trappist and Monastic beers that inspired the founding of our brewery. A richly deep garnet colored ale created from a blend of Domestic and imported malts. As part of our commitment to interesting brewing endeavors, Chef Vince created a special raisin puree for this beer. Malts, raisins and a fantastic yeast strain working in harmony produce a beer of amazing complexity and depth.\t",8.0,15.0,30.0,11.0,42.0,30.0,23.0,120.0,21.0,0.0,82.0,18.0,33.0,85.0,3.984155,9876.0,3.860915,3.982394,3.917254,284.0,2
272,O'Hara's Leann Folláin,Carlow Brewing Company,Carlow Brewing Company O'Hara's Leann Folláin,Notes:O’Hara’s Leann Folláin (”leann folláin” being the Gaelic/Irish phrase meaning wholesome ale or stout) is a full-bodied extra Irish stout launched in 2009 following the very positive feedback to our limited edition O’Hara’s Celebration Extra Stout which was brewed in 2008. We have now included “Leann Folláin” in our 500ml bottle core brand range. O’Hara’s Leann Folláin at 6.0% abv is laden with complex chocolate and coffee flavours balanced by a robust bitterness and delicate spicy aroma imparted from the generous portions of Northdown and Fuggle Hops.\t,6.0,30.0,40.0,27.0,108.0,11.0,94.0,71.0,9.0,0.0,4.0,65.0,28.0,144.0,3.96875,3.9375,3.71875,4.03125,3.875,16.0,5
519,Cream Stout,St. Peter's Brewery Co Ltd,St. Peter's Brewery Co Ltd St. Peter's Cream Stout,"Notes:'Fuggles' and 'Challenger' hops plus a blend of 4 local barley malts create an aromatic, robust, dark chocolate cream stout with a satisfying bittersweet aftertaste. Brewed with skill and patience in one of Britain's finest small breweries.St. Peter's Brewery is located in a medieval hall in a remote and beautiful corner of Suffolk. There our beers begin their lives deep below the brewery with water drawn from a pure source - as it has been for over 700 years, essential for the full flavour and pure character of all St. Peter's beers.Our beautiful flask-shaped oval bottle is a faithful copy of one produced c. 1770 for Thomas Gerrard of Gibbstown, just across the Delaware River from Philadelphia. The original is now kept at St. Peters Hall and is a rare example of an oval Eighteenth Century beer bottle.\t",6.5,15.0,25.0,5.0,135.0,9.0,71.0,101.0,8.0,0.0,17.0,44.0,12.0,119.0,3.848325,3.891534,3.84127,3.928571,3.882716,567.0,15
156,HopHead,Dark Star Brewing Company Limited,Dark Star Brewing Company Limited HopHead,Notes:An extremely clean-drinking pale golden ale with a strong floral aroma and elderflower notes from the Cascade hops. This beer is full-bodied and full-flavoured yet gentle enough to make it a favourite session beer.50 IBU\t,3.8,20.0,35.0,25.0,57.0,8.0,67.0,15.0,33.0,0.0,29.0,,21.0,23.0,4.071429,3.738095,4.047619,4.166667,4.285714,21.0,3
377,Oyster Stout,The Porterhouse Brewing Company,The Porterhouse Brewing Company Oyster Stout,Notes:,5.2,30.0,40.0,17.0,84.0,14.0,51.0,68.0,6.0,14.0,12.0,39.0,10.0,107.0,3.613095,3.803571,3.657738,3.666667,,168.0,5
410,HefeWeizen,Live Oak Brewing Company,Live Oak Brewing Company Live Oak HefeWeizen,"Notes:Modeled after the classic wheat beers of Bavaria, Hefeweizen is cloudy and straw-colored with a meringue-like head that lingers to the bottom of the glass. Brewed with an ample volume of wheat malt and few hops, this beer features a unique yeast strain that produces harmonious notes of clove, banana, and vanilla throughout this effervescent brew. A traditional interpretation of a classic style, this idiosyncratic Bavarian beer is perfectly at home here in Texas.\t",5.3,10.0,15.0,12.0,41.0,,16.0,17.0,25.0,0.0,60.0,24.0,50.0,41.0,9876.0,4.21118,4.254658,4.391304,4.562112,322.0,14
645,Peroni Nastro Azzurro,Birra Peroni Industriale S.p.A.,Birra Peroni Industriale S.p.A. Peroni Nastro Azzurro,Notes:,5.1,18.0,25.0,15.0,19.0,4.0,13.0,36.0,16.0,1.0,15.0,20.0,6.0,48.0,2.583333,2.806373,2.865196,2.778595,2.980392,612.0,1
416,Payback Porter,Speakeasy Ales & Lagers,Speakeasy Ales & Lagers Payback Porter,"Notes:American hops provide a smooth distraction for Payback Porter’s robust strength, which is concealed within the shadows of dark imported malts. Brewed with English chocolate malts and rolled oats, this Robust Porter pours a deep chocolate brown and is rich in roasted malt aromas and coffee flavors. With notes of espresso, baker’s cocoa, and sweet, toasted maltiness, Payback finishes with a creamy mouthfeel.\t",7.5,25.0,40.0,8.0,114.0,13.0,111.0,72.0,12.0,0.0,17.0,68.0,14.0,170.0,3.877193,4.04386,3.824561,3.982456,3.868421,57.0,10
617,N'Ice Chouffe,Brasserie d'Achouffe,Brasserie d'Achouffe N'Ice Chouffe,"Notes:When the little animals in Fairyland hibernate, the Achouffe gnomes love to gather in their cottage. By the gentle firelight, they spend long evenings telling the best Ardennes stories while enjoying a delicious N’Ice CHOUFFE. Smooth and strong, with spicy notes of thyme and Curacao, this dark beer warms both hearts and atmospheres, making even the coldest winters joyful.\t",10.0,25.0,50.0,20.0,43.0,49.0,25.0,89.0,41.0,0.0,64.0,47.0,44.0,86.0,3.983503,4.063452,4.020305,4.129442,4.005076,394.0,7
149,Hopback Summer Lightning,Hop Back Brewery plc,Hop Back Brewery plc Hopback Summer Lightning,Notes:,5.0,20.0,35.0,37.0,35.0,3.0,66.0,18.0,26.0,0.0,18.0,85.0,9.0,36.0,3.414557,3.772152,3.553797,3.575949,3.765823,158.0,3
435,Delirium Nocturnum,Brouwerij Huyghe,Brouwerij Huyghe Delirium Nocturnum,Notes:,8.5,25.0,,8.0,44.0,30.0,29.0,101.0,,1.0,78.0,27.0,15.0,70.0,3.91624,4.072251,3.875959,3.955882,3.855499,782.0,7
125,Ring Of Dingle,Sun King Brewing Company,Sun King Brewing Company Ring Of Dingle Irish Stout,"Notes:Named for a road in Ireland, Ring Of Dingle is dark in color, light of body, rich and roasty with a creamy head.34 IBU\t",4.8,30.0,40.0,17.0,51.0,1.0,35.0,31.0,6.0,0.0,6.0,14.0,14.0,76.0,3.75,4.25,4.5,4.25,4.5,2.0,5
510,Cubano-Style Espresso Brown Ale,Cigar City Brewing,Cigar City Brewing Maduro Oatmeal Brown Ale - Cubano-Style Espresso,"Notes:This rich brown ale is redolent with Cuban-style roasted espresso beans, sweet caramel and toffee and hints of dry nuttiness. Cuban Espresso is a popular drink in the Cigar City of Tampa owing to its many Sicilian and Cuban immigrants. The beans for Cubano-Style Espresso Brown Ale are roasted locally by Mazzaro's Italian Market and Deli in St. Petersburg to our exact specifications.25 IBU\t",5.5,15.0,25.0,18.0,87.0,6.0,76.0,71.0,8.0,,2.0,21.0,19.0,186.0,4.162234,3.906915,3.827128,4.071809,4.071809,188.0,4
420,Local 1,Brooklyn Brewery,Brooklyn Brewery Brooklyn Local 1,"Notes:Brewed with German malts and hops, first-pressing Demerara cane sugar from Mauritius, and a Belgian yeast strain. 100% bottle re-fermentation; OG=18.5; AE=1.7. Classified as a ""strong saison"" by Garrett Oliver.\t",9.0,20.0,40.0,21.0,30.0,50.0,27.0,80.0,,0.0,64.0,36.0,28.0,47.0,4.036168,4.182107,4.050761,4.107868,4.071701,788.0,0
637,Monk's Blood,21st Amendment Brewery,21st Amendment Brewery Monk's Blood,"Notes:Belgian Strong Dark ale brewed with cinnamon, on oak chips with figs.\t",8.3,25.0,50.0,9.0,32.0,36.0,20.0,,30.0,,84.0,13.0,51.0,36.0,3.742588,3.892183,3.729111,3.78841,3.729111,371.0,7
142,Fou' Foune,Brasserie Cantillon,Brasserie Cantillon Cantillon Fou' Foune,Notes:Apricot LambicBlend of lambics aged 18 to 20 months and of Bergeron apricots.Very fragrant gourmet beer which perfectly brings across the flavours of Bergeron apricots.Color: copperServing Temperature: 15°C/59 °F\t,5.5,15.0,21.0,21.0,17.0,2.0,4.0,66.0,112.0,1.0,107.0,16.0,1.0,5.0,4.445848,4.191336,4.31769,4.453069,4.34657,277.0,13
656,Roggenbier,Iron Hill Brewery & Restaurant,Iron Hill Brewery & Restaurant Roggenbier,"Notes:Traditional German dark, rye beer with a huge fruity nose from Bavarian ale yeast. Hints of unsweetened chocolate and caramel from the specialty malts mix with a touch of spiciness from the rye.22 IBU\t",6.4,10.0,20.0,2.0,30.0,,6.0,21.0,10.0,0.0,17.0,,32.0,,3.954545,4.090909,4.136364,4.318182,4.181818,11.0,9
331,Green's Endeavour Dubbel Dark Ale,Green's Gluten Free Beers,Green's Gluten Free Beers Green's Endeavour,Notes:,7.0,15.0,30.0,13.0,42.0,13.0,13.0,120.0,55.0,0.0,76.0,27.0,16.0,,2.935185,3.583333,2.481481,,2.509259,54.0,2
648,Boon Framboise,Brouwerij Boon,Brouwerij Boon Boon Framboise,Notes:,5.5,15.0,21.0,24.0,32.0,7.0,1.0,112.0,94.0,1.0,94.0,12.0,5.0,22.0,3.791667,3.714744,3.730769,3.746795,3.724359,156.0,13
357,Rye Halladay,Iron Hill Brewery & Restaurant,Iron Hill Brewery & Restaurant Rye Halladay,Notes:,6.4,10.0,20.0,6.0,11.0,2.0,6.0,10.0,9.0,0.0,7.0,6.0,4.0,12.0,3.75,3.75,,3.5,3.5,2.0,9
452,Roggenbier,Live Oak Brewing Company,Live Oak Brewing Company Live Oak Roggenbier,Notes:,,10.0,20.0,11.0,36.0,11.0,16.0,36.0,40.0,0.0,27.0,17.0,19.0,96.0,3.714286,4.071429,4.107143,4.071429,4.0,14.0,9
254,Landshark Lager,Margaritaville Brewing Co.,Margaritaville Brewing Co. Landshark Lager,Notes:,4.6,,18.0,17.0,26.0,9.0,15.0,31.0,14.0,1.0,18.0,19.0,3.0,43.0,2.334177,2.791139,2.635443,2.487342,2.85443,395.0,6
226,Lone Star Beer,Pabst Brewing Company,Pabst Brewing Company Lone Star Beer,"Notes:- Lone Star Beer uses the finest hops from the Pacific Northwest with hearty grains from the Central and Northern Plains. Malted barley and corn extract combine to provide Lone Star with nature's finest ingredients for brewing. Lone Star's ingredients give this beer its full natural flavor. The choicest hops lend complexity and aroma to this beer, and its proprietary mashing regimen creates the perfect balance of alcohol, body, and character.- ABV% 4.65- Calories 136\t",4.65,,18.0,,20.0,7.0,21.0,22.0,6.0,2.0,3.0,29.0,1.0,46.0,2.305128,2.55641,2.54359,2.487179,2.866667,195.0,6
384,Long Haul Session Ale,Two Brothers Brewing Company,Two Brothers Brewing Company Long Haul Session Ale,"Notes:""Ale aged a minimum of 4 weeks in French Oak Foudres.""\t",4.2,20.0,35.0,17.0,40.0,6.0,,48.0,35.0,0.0,23.0,,17.0,88.0,,3.784722,3.541667,3.541667,3.715278,72.0,3
470,Amstel Lager,Amstel Brouwerij B. V.,Amstel Brouwerij B. V. Amstel Lager,Notes:,5.0,,25.0,14.0,25.0,4.0,21.0,26.0,7.0,0.0,6.0,,3.0,,2.566667,2.975,2.641667,2.558333,2.866667,60.0,1
657,Big Bison Ale,Crown Valley Brewing & Distilling Co.,Crown Valley Brewing & Distilling Co. Big Bison Ale,"Notes:Great lengths were taken to ensure its authentic characteristics. German and Belgian malts, noble hops and a unique yeast strain are all necessary to produce this unique ale. It is aged for one month; beer that tends to please red wine drinkers and is definitely not for the novice beer drinker.23 IBU\t",6.9,,30.0,13.0,48.0,25.0,18.0,,29.0,0.0,53.0,20.0,9.0,76.0,3.7,3.75,3.616667,3.716667,3.833333,30.0,2
274,Ebel's Weiss Beer,Two Brothers Brewing Company,Two Brothers Brewing Company Ebel's Weiss Beer,"Notes:Ebel's Weiss beer is a very traditional German Hefeweizen that is naturally unfiltered. It has wonderful malt sweetness and a soft aroma of clove, vanilla, and banana. This deep golden colored weiss will make you think you are in Bavaria.\t",,10.0,15.0,10.0,32.0,10.0,7.0,16.0,18.0,0.0,40.0,14.0,34.0,33.0,3.711765,3.629412,3.538235,,,170.0,14
131,Mischief,The Bruery,The Bruery Mischief,"Notes:formerly known at Mischief #3Mischief is a hoppy Belgian-style golden ale. This wickedly good golden ale is fiendishly dry-hopped with American hops to add a layer of complexity and mystery to its fruity, dry Belgian-style character. Citrus and resin diabolically combine with ripe melon, pear and slight peppery spice in a precariously effervescent mixture. Enjoy it, but you’ll want to keep an eye out. Gold Medal – 2016 Great American Beer Festival, American-Belgo-Style Ale.\t",8.5,20.0,40.0,21.0,32.0,16.0,57.0,52.0,58.0,0.0,90.0,65.0,41.0,24.0,4.045994,4.096439,3.982196,4.045994,4.034125,337.0,0
213,Brooklyner Weisse,Brooklyn Brewery,Brooklyn Brewery Brooklyner Weisse,Notes:,,10.0,15.0,22.0,41.0,15.0,10.0,27.0,52.0,0.0,78.0,14.0,40.0,79.0,3.82037,3.701852,3.722222,3.818519,4.001852,270.0,14
345,Corsendonk Pater / Abbey Brown Ale,Brouwerij Corsendonk,Brouwerij Corsendonk Corsendonk Pater / Abbey Brown Ale,Notes:,7.5,15.0,30.0,23.0,40.0,15.0,31.0,107.0,43.0,0.0,67.0,22.0,9876.0,102.0,3.943431,4.116788,,4.035584,3.985401,548.0,2
273,Abbey Dubbel,Flying Fish Brewing Company,Flying Fish Brewing Company Bourbon Barrel Abbey Dubbel,Notes:,7.2,15.0,30.0,5.0,41.0,13.0,20.0,95.0,,0.0,49.0,13.0,18.0,65.0,4.5,4.0,4.0,4.5,9876.0,1.0,2
390,Anniversary Ale,Short's Brewing Company,Short's Brewing Company Anniversary Ale,"Notes:2009 Tap only2010 Tap and bottle2013 Tap and bottleSame recipe every year, according to the brewer, though ABV varies slightly.""Anniversary Ale~ A high gravity wheat wine made with blood oranges that render an alluring dark purple hue to the color. Flavor abounds from the spice of green peppercorns and tang from blood orange zest. Aggressive dry hop additions amplify the citrus overtones and spiciness found throughout. ‘Anni’ Ale typifies the full magnitude of Short’s Brewing Company by embodying all the complexities and fulfillment necessary to pay tribute to another year of brewing. 10% ABV 63 IBU's""\t",10.0,45.0,85.0,25.0,52.0,39.0,51.0,76.0,184.0,0.0,165.0,43.0,32.0,48.0,4.052632,3.970395,3.898026,4.019737,3.845395,152.0,16
543,Sol,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Sol","Notes:Born in the heart of Mexico in 1899, Sol is a bright and refreshing lager.It’s inspired by the sun and brewed to shine just like those who drink it. The ones that radiate good vibes, that lighten the mood and always look at life on the bright side. The ones who not only shine, but shine their way.\t",4.5,8.0,18.0,15.0,29.0,2.0,9.0,20.0,9.0,,7.0,,9876.0,27.0,2.288779,2.579208,2.557756,2.442244,2.839934,303.0,6
157,Special Holiday Ale,Nøgne Ø - Det Kompromissløse Bryggeri A/S,Nøgne Ø - Det Kompromissløse Bryggeri A/S Special Holiday Ale - Nøgne Ø/Jolly Pumpkin Artisan Ales/Stone Brewing Co.,"Notes:Collaboration with Jolly Pumpkin Artisan Ales & Stone BrewingIngredients: Malted Barley, malted Rye, malted oats, hops, white sage, caraway, Juniper berries, chestnuts, yeast.First brewed July 27. 2009. Batch #440. Brewed with Stone and Jolly Pumpkin, 2009. Brewed at Nøgne Ø. Also brewed at Stone, Escondido, California, USA, 2008 and Jolly Pumpkin, Dexter, Michigan, USA, 2009.\t",8.5,35.0,50.0,13.0,62.0,27.0,25.0,95.0,29.0,1.0,64.0,47.0,61.0,132.0,3.908333,4.0625,4.108333,4.004167,3.920833,,8
396,Taj Mahal Premium Lager,United Breweries - UB Group,United Breweries - UB Group Taj Mahal Premium Lager,Notes:,4.5,8.0,18.0,32.0,22.0,2.0,26.0,22.0,7.0,5.0,4.0,54.0,9.0,64.0,2.508242,2.807692,2.673077,2.505495,2.758242,182.0,6
322,Kapuziner Weissbier,Kulmbacher Brauerei AG,Kulmbacher Brauerei AG Kapuziner Weissbier,Notes:,5.4,10.0,15.0,10.0,29.0,13.0,14.0,37.0,42.0,1.0,77.0,13.0,36.0,62.0,,4.132296,3.972763,3.992218,4.145914,257.0,14
124,Buster Nut Brown Ale,Ska Brewing Co.,Ska Brewing Co. Buster Nut Brown Ale,"Notes:Malts: Victory & MunichHops: Northern Brewer, Cascade, & Willamette\t",5.15,15.0,25.0,10.0,62.0,11.0,41.0,74.0,9.0,0.0,12.0,39.0,2.0,142.0,3.486957,3.678261,3.291304,3.404348,3.543478,115.0,4
117,Winter Welcome AleSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Winter Welcome Ale,"Notes:This seasonal beer is a limited edition brewed for the short days and long nights of winter. The full body resulting from fermentation in ‘stone Yorkshire squares’ and the luxurious malt character, which will appeal to a broad range of drinkers, is balanced against whole-dried Fuggle and Golding hops with nuances and complexities that should be contemplated before an open fire.\t",6.0,35.0,50.0,17.0,55.0,18.0,49.0,65.0,22.0,1.0,30.0,69.0,,95.0,3.499017,3.79646,3.664208,3.665192,3.748771,1017.0,8
375,Monk's Mistress,Midnight Sun Brewing Co.,Midnight Sun Brewing Co. Monk's Mistress,"Notes:The inspiration for this beer’s name—previously, La Maitresse du Moine—is the beer itself. Its deep, intense flavors inspired the concept of a monk that seeks solace and satisfaction from the sensory pleasure and mind-provoking effects of this liquid temptress.Mesmerizing Monk’s Mistress seduces your senses at first sip. Its daunting beauty and intriguing flavor fully captivate your attention. Belgian yeast adds character and complexity. We invite you to give in to this little bit of “heaven on earth”.13 IBU\t",11.5,25.0,50.0,19.0,61.0,39.0,19.0,124.0,52.0,0.0,89.0,9.0,26.0,93.0,4.071918,4.136986,3.996575,4.078767,4.010274,146.0,7
166,Hommage,Brouwerij Drie Fonteinen,Brouwerij Drie Fonteinen Drie Fonteinen Hommage,"Notes:A blend of lambic beers brewed at 3 Fonteinen, with an addition of 30% whole fresh raspberries from the fabled Payottenland and 5% sour cherries. This unfiltered beer will enjoy a spontaneous refermentation in the bottle. No artificial colors or flavor enhancers are added. Lambic is brewed only from 60% barley malt, 40% unmalted wheat, hops and water.In commemoration of the late Gaston Debelder, founder of the 3 Fonteinen blendingsBatch 1 - 2007Batch 2 - 2013Batch 3 - 2015Batch 4 - 2016 (ABV 4.5%)\t",6.0,15.0,21.0,28.0,15.0,3.0,5.0,88.0,103.0,0.0,102.0,14.0,1.0,9.0,4.33908,4.218391,4.33908,4.494253,4.390805,87.0,13
380,Sterkens Dubbel Ale,Brouwerij Sterkens N.V.,Brouwerij Sterkens N.V. Sterkens Dubbel Ale,Notes:,6.9,15.0,30.0,8.0,55.0,31.0,16.0,133.0,36.0,0.0,81.0,32.0,22.0,80.0,3.666667,3.608527,3.589147,3.670543,3.689922,129.0,2
646,Chester County Bitter,Sly Fox Brewing Company,Sly Fox Brewing Company Chester County Bitter,Notes:This traditional British Ale is authentic cask conditioned beer with a smooth malt profile balance by a subtle hop presence. Dry-hopping in the cask produces an enticing hop aroma in this quaffable session ale.\t,4.5,20.0,35.0,14.0,85.0,10.0,74.0,32.0,31.0,0.0,30.0,,37.0,82.0,3.576923,3.923077,3.903846,3.730769,3.903846,,3
404,Summer Teeth,Columbus Brewing Company,Columbus Brewing Company Columbus Summer Teeth,"Notes:Crisp, golden lagerBeer is meant to be shared and nothing says summer like sharing a crisp, golden lager with friends. This traditional German style lager is brewed with a blend of European malts and hops to create a refreshing, easy-drinking beer.Bronze Medal, Kellerbier or Zwickelbier, Great American Beer Festival® 2010\t",9876.0,20.0,40.0,36.0,47.0,11.0,35.0,20.0,,10.0,23.0,65.0,9.0,93.0,3.714286,3.833333,4.095238,3.952381,4.095238,21.0,12
605,WychCraft,Wychwood Brewery Company Ltd,Wychwood Brewery Company Ltd WychCraft,Notes:,,20.0,40.0,15.0,34.0,2.0,45.0,44.0,35.0,1.0,29.0,61.0,7.0,61.0,3.528351,3.726804,3.652062,3.634021,3.768041,194.0,11
290,St. Pauli Girl,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co. St. Pauli Girl,Notes:,5.0,18.0,25.0,24.0,23.0,11.0,26.0,27.0,13.0,5.0,5.0,52.0,5.0,,2.664541,2.993622,2.979592,2.924745,3.191327,392.0,1
440,Too Cream Stout,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Too Cream Stout,Notes:This beer is made with milk sugar (lactose) which gives this beer a nice creamy mouth feel which mingles with hints of chocolate and roasty flavors.\t,,15.0,25.0,20.0,126.0,13.0,83.0,79.0,15.0,2.0,16.0,30.0,21.0,132.0,3.935897,3.907051,3.834936,3.886218,3.891026,312.0,15
454,Grande Réserve (Blue),Bières de Chimay S.A.,Bières de Chimay S.A. Chimay Grande Réserve (Blue),"Notes:Originally brewed as a Christmas beer in 1948, this dark ale has rich flavors of mulling spices and caramel, with a smooth palate and warming finish.\t",9.0,25.0,50.0,4.0,,27.0,8.0,65.0,13.0,0.0,40.0,5.0,9.0,,4.196615,4.209059,4.242658,4.370582,4.248631,2009.0,7
