Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,acidity,calculated_structure_count,intensity,sweetness,tannin,user_structure_count,vintage_type,has_valid_ratings,is_natural
Marquês de Marialva,2019,1793415,Colheita Seleccionada Tinto 2019,3.8,442,7.98,Portugal,Bairrada,,,,,,,0,True,False
Roxanich,2013,1213936,SuperIstrian 2013,3.9,95,63.2099728,Croatia,Istria (Croatia),,,,,,,0,True,True
Rallo,2020,1513118,La Clarissa Syrah 2020,3.9,42,9.9,Italy,Sicilia,2.5162592,22.0,4.4712596,2.4410534,3.0300727,44.0,0,True,False
Château La Marzelle,2012,1172667,Saint-Émilion Grand Cru (Grand Cru Classé) 2012,4.2,502,54.45,France,Saint-Émilion Grand Cru,3.3595674,193.0,4.206636,1.6062524,3.5832384,208.0,0,True,False
Domaine de Rochebin,2019,2700456,Bourgogne Pinot Noir 2019,3.8,723,19.06270078456881,France,Bourgogne,3.863233,51.0,2.4970915,1.5745887,2.2943337,51.0,0,True,False
Château Gravet-Renaissance,2016,2150291,Grande-Renaissance Saint-Émilion Grand Cru 2016,4.2,70,44.27274657156219,France,Saint-Émilion Grand Cru,3.417954,18.0,4.2435865,1.2037241,3.459977,17.0,0,True,False
Etyeki Kúria,2018,1296249,Pinot Noir 2018,3.9,180,12.707761085301511,Hungary,Etyek-Buda,,,,,,,0,True,False
Etyeki Kúria,2019,1282653,Kúria Red 2019,3.4,34,8.47113461912331,Hungary,Etyek-Buda,,,,,,,0,True,False
Alta Alella,2017,4084668,GX 2017,3.7,111,24.78214651390938,Spain,Alella,3.1110582,85.0,4.5504646,1.626334,2.9142942,38.0,0,True,True
Petrény,2005,1969298,Fúria 2005,3.6,41,19.698194754495542,Hungary,Eger,,,,,,,0,True,False
Battifarano,2017,2662329,Toccaculo Basilicata Rosso 2017,3.9,53,21.710592325930186,Italy,Basilicata,2.6718447,3.0,4.5726204,2.3237526,3.0987632,33.0,0,True,False
Petrény,2015,2778807,Pinot Noir 2015,3.7,63,17.579881521406442,Hungary,Eger,,,,,,,0,True,False
Château Vartely,2018,2093920,Merlot Sec 2018,3.5,25,8.47113461912331,Moldova,Moldova,,,,,,,0,True,False
Petrény,2011,4401366,Superior Padok 2011,4.3,196,36.85653194251725,Hungary,Eger,4.0707054,13.0,3.9901354,1.6185135,4.0917263,30.0,0,True,False
Herdade de Coelheiros,2017,1287347,Tapada de Coelheiros 2017,4.0,247,10.56,Portugal,Alentejo,3.0841305,57.0,4.173959,1.7433045,3.1529675,433.0,0,True,False
Herdade do Rocim,2018,2865433,Reserva Tinto 2018,4.1,94,13.53,Portugal,Alentejano,3.0473552,20.0,4.360766,1.8483765,3.2341316,166.0,0,True,False
Somnium,2017,2969843,Tinto 2017,4.0,85,21.2,Portugal,Douro,3.0305033,6.0,4.1036086,1.6154325,3.556714,78.0,0,True,False
Anselmo Mendes,2015,6159070,Pardusco Private Vinho Verde Tinto 2015,3.8,134,24.68,Portugal,Vinho Verde,3.4076924,29.0,4.33196,1.3541315,3.3947148,34.0,0,True,False
Quinta de Ventozelo,2017,91095,Touriga Nacional 2017,4.1,273,9.98,Portugal,Douro,3.0178545,56.0,4.460366,2.4736068,3.43394,224.0,0,True,False
Campolargo,2011,78248,Pinot Noir 2011,4.0,63,27.18,Portugal,Bairrada,,,,,,,0,True,False
Vale da Mó,2015,4309742,Reserva 2015,3.9,190,8.74,Portugal,Douro,3.1011071,13.0,4.4421897,2.0999026,3.5518613,48.0,0,True,False
Artefacto,2015,4942957,Touriga Nacional Colheita Seleccionada 2015,3.6,220,7.2,Portugal,Alentejano,2.904502,6.0,4.243009,1.966852,2.9148958,49.0,0,True,False
Bom Viver,2012,4568994,Reserva Tinto 2012,4.1,46,19.02,Portugal,Douro,3.0,2.0,5.0,2.5461705,4.1006384,9.0,0,True,False
Quinta da Gandara,2010,1968548,Touriga Nacional Reserva 2010,4.1,83,18.29,Portugal,Dão,3.7499065,21.0,3.8819287,1.6400374,3.759738,24.0,0,True,False
Quinta da Pedra Escrita,2018,7199688,Tinto 2018,4.1,175,17.44,Portugal,Douro,3.0448956,30.0,3.9453645,2.2254648,3.2715747,156.0,0,True,False
Quinta do Gradil,2017,2322876,Reserva Tinto 2017,3.9,49,17.48,Portugal,Lisboa,2.8857455,13.0,3.859371,1.7839808,2.944829,42.0,0,True,False
Quinta de S. José,2016,1879348,Touriga Nacional 2016,4.1,161,21.08,Portugal,Douro,2.9104753,20.0,4.54587,1.8537769,3.6999173,107.0,0,True,False
Lua Cheia - Saven,2016,1738553,Andreza Tinto 2016,4.0,153,9.52,Portugal,Douro,3.3231816,19.0,4.536182,1.7009244,3.755126,48.0,0,True,False
Wine With Spirit,2015,1975897,Bastardo Tinto 2015,3.5,112,20.93,Portugal,Tejo,,,,,,,0,True,False
Ilha,2019,6656387,Tinta Negra 2019,3.7,84,20.96,Portugal,Madeirense,,,,,,,0,True,False
Lacrau,2019,6467422,Reserva Field Blend 2019,4.0,32,13.9,Portugal,Douro,3.0485096,17.0,4.1730933,2.0211365,3.5112982,92.0,0,True,False
Couquinho,2018,2391376,Encostas do Gavião Tinto 2018,3.8,59,7.35,Portugal,Douro,2.928981,8.0,4.1730094,1.7391943,3.4563506,29.0,0,True,False
Quinta do Sobreiró de Cima,2016,6597289,Grande Reserva 2016,4.1,31,15.99,Portugal,Trás-os-Montes,2.9204693,4.0,4.400762,1.9687685,3.7124636,19.0,0,True,False
Quinta do Sobral,2014,2235401,Vinha da Neta Tinto 2014,4.2,45,25.44,Portugal,Dão,3.622534,5.0,3.9352944,1.3696153,3.7796607,26.0,0,True,False
Adega Cooperativa de Vidigueira,2016,5167216,Ato IV A Inspiração Syrah 2016,3.5,803,8.42,Portugal,Alentejo,3.0991518,24.0,3.9617345,1.765431,2.931248,250.0,0,True,False
Rui Reguinga,2017,3819402,Intensus 2017,3.5,304,5.83,Portugal,Alentejano,2.9626417,29.0,3.8639185,1.9190526,2.8256745,129.0,0,True,False
Azamor,2013,1396755,Petit Verdot 2013,3.8,60,20.59,Portugal,Alentejano,2.9017246,20.0,3.7236896,1.8975803,3.0134623,30.0,0,True,False
Terras do Avo,2016,1307679,Tinto 2016,3.4,65,16.14,Portugal,Madeira,,,,,,,0,True,False
Casa de Santar,2019,1400619,Dão Reserva 2019,4.1,27,14.97,Portugal,Dão,3.6894035,414.0,3.932804,1.6903257,3.4164362,394.0,0,True,False
Fitapreta,2014,1224981,Palpite Reserva 2014,4.1,373,41.53,Portugal,Alentejano,2.974132,161.0,4.144041,2.0110743,3.0239146,594.0,0,True,False
Herdade de Coelheiros,2013,1287347,Tapada de Coelheiros 2013,4.2,790,31.44,Portugal,Alentejo,3.0841305,57.0,4.173959,1.7433045,3.1529675,433.0,0,True,False
Robert Mondavi Winery,1999,2448,Reserve Cabernet Sauvignon 1999,4.3,202,133.1,United States,Oakville,3.3987226,695.0,4.757743,1.7242204,3.43654,202.0,0,True,False
San Felice,1999,1136983,Campogiovanni Brunello di Montalcino 1999,4.3,102,66.55,Italy,Brunello di Montalcino,3.8384612,1049.0,3.2392654,1.665907,3.5427334,604.0,0,True,False
Albino Rocca,2011,1571886,Barbaresco Ovello Vigna Loreto 2011,4.2,122,75.0,Italy,Barbaresco,4.5443883,66.0,3.8198483,1.5379798,3.9242437,41.0,0,True,False
Fontanafredda,2000,1127706,Vigna La Rosa Barolo 2000,4.2,164,45.0,Italy,Barolo,4.6176157,304.0,3.7881458,1.7068971,4.298369,235.0,0,True,False
Fitapreta,2018,4733432,A Touriga Vai Nua (Unoaked) 2018,3.8,523,42.91,Portugal,Alentejo,3.0720675,205.0,4.2227316,1.925149,2.839716,246.0,0,True,False
Rocche dei Manzoni,2012,1192195,Barolo (Rocche) 2012,4.2,326,46.0,Italy,Barolo,4.4757085,124.0,3.8313377,1.6794423,4.2403164,152.0,0,True,False
Paolo Manzone,2013,4500178,Barolo Riserva 2013,4.2,58,69.0,Italy,Barolo,4.507573,23.0,4.077971,1.553797,4.331119,33.0,0,True,False
Domaine de la Guilloterie,2017,1650276,Tradition Saumur-Champigny 2017,3.6,52,10.0,France,Saumur-Champigny,,,,,,,0,True,False
Renato Corino,2011,1149636,Barolo 2011,4.0,116,35.0,Italy,Barolo,4.7898273,58.0,3.939875,1.3868521,4.527054,25.0,0,True,False
Giuseppe Cortese,2015,78642,Barbaresco Rabaja 2015,4.0,567,38.0,Italy,Barbaresco,4.6369267,387.0,3.743616,1.4076582,4.1231623,209.0,0,True,False
Uccelliera,2013,779523,Brunello di Montalcino 2013,4.3,617,47.0,Italy,Brunello di Montalcino,3.8394768,440.0,3.3497355,1.6331654,3.660933,317.0,0,True,False
La Lecciaia,2012,1202226,Brunello di Montalcino Riserva 2012,4.3,519,43.0,Italy,Brunello di Montalcino,3.8308918,250.0,3.2344515,1.3841738,3.521872,124.0,0,True,False
Famille Perrin,2017,1236366,Les Christins Vacqueyras 2017,3.8,817,20.0,France,Vacqueyras,3.4897797,299.0,3.9285622,1.5695803,3.2505312,138.0,0,True,False
Tenuta di Lilliano,2017,1767886,Chianti Classico Riserva 2017,4.0,73,30.77,Italy,Chianti Classico,3.8433046,33.0,3.2613566,1.406713,3.7203302,22.0,0,True,False
Château Beauregard,1990,1172145,Pomerol 1990,4.4,48,163.35,France,Pomerol,3.415586,470.0,4.232886,1.6415837,3.5089626,227.0,0,True,False
Domaine Bertagna,2015,16541,Clos Saint Denis Grand Cru 2015,4.4,30,210.0,France,Clos Saint-Denis Grand Cru,4.15,33.0,3.2230844,2.0082595,2.557753,40.0,0,True,False
Gaja,1971,66104,Barbaresco 1971,4.4,187,363.0,Italy,Barbaresco,4.6547227,1264.0,3.6953716,1.6087476,4.0148177,553.0,0,True,False
Ca 'Lustra Zanovello,2016,1200321,Girapoggio Cabernet 2016,4.0,91,19.0,Italy,Colli Euganei,2.4160516,25.0,3.7642462,1.7589283,3.024738,71.0,0,True,False
Tenuta di Gracciano della Seta,2017,1210185,Vino Nobile di Montepulciano 2017,3.8,536,18.0,Italy,Vino Nobile di Montepulciano,3.8732185,259.0,3.5150235,1.3299713,3.6225471,63.0,0,True,False
Tenute Sella,2010,1485668,Bramaterra 2010,3.8,107,25.0,Italy,Bramaterra,2.907106,27.0,3.7074168,1.6006538,3.2527516,106.0,0,True,False
Barramundi,2018,1957764,Shiraz 2018,3.3,242,6.08,Australia,South Eastern Australia,3.093759,91.0,4.4385653,2.2594836,3.1588378,78.0,0,True,False
Château Pineraie,2018,2572738,Cuvée des Dames Cahors 2018,3.9,58,6.0,France,Cahors,,,,,,,0,True,False
Méo-Camuzet,2018,4588491,Pommard 2018,4.2,30,85.0,France,Pommard,3.7519963,19.0,2.621469,1.4637475,2.362693,15.0,0,True,False
Château Falfas,2019,1219585,Les Demoiselles de Falfas Côtes de Bourg 2019,3.8,177,15.51,France,Côtes de Bourg,4.043677,40.0,3.9492893,1.2838235,3.6703186,9.0,0,True,False
Herdade Porto da Bouga,2017,5008917,Viúva Le Cocq Reserva 2017,4.3,120,21.51,Portugal,Alentejo,2.4258924,8.0,3.65206,1.9018347,2.5178897,111.0,0,True,False
Susana Esteban,2017,1937426,Crochet 2017,4.3,165,28.98,Portugal,Douro,2.9288826,40.0,4.251254,1.9148039,3.3970487,243.0,0,True,False
Cottas,2013,1459609,Reserva Tinto 2013,3.9,127,16.95,Portugal,Douro,2.9675157,20.0,4.5224295,1.5219084,3.5767586,67.0,0,True,False
Piteira,2016,1713643,Tinto 2016,3.7,137,9.73,Portugal,Alentejo,3.1640127,13.0,3.8967137,1.7045344,2.9910774,121.0,0,True,False
Valle Madruga,2019,5317806,Touriga Nacional - Touriga Franca 2019,3.9,91,8.02,Portugal,Valpaços,3.0419948,5.0,3.9031422,2.0430174,3.435736,28.0,0,True,False
Tinto Pesquera,2010,19481,Reserva 2010,4.0,993,50.0,Spain,Ribera del Duero,3.7027752,922.0,3.9218204,1.7450724,3.5277226,1254.0,0,True,False
Pacheca,2015,2188922,Douro Superior Tinto 2015,3.9,1841,25.12,Portugal,Douro Superior,2.9238567,280.0,4.1607437,1.924813,3.2685525,1751.0,0,True,False
Bojador,2018,4986237,Vinho de Talha Alentejo 2018,4.1,150,44.95,Portugal,Alentejo,3.229536,33.0,3.7826257,1.4335932,3.0846782,36.0,0,True,False
Herdade de São Miguel,2019,1766011,Alicante Bouschet 2019,3.9,151,11.59,Portugal,Alentejano,3.1876593,24.0,4.098484,1.8673816,3.3536267,79.0,0,True,False
Casa de Cello,2007,1377594,Quinta da Vegia Reserva 2007,3.9,118,32.46,Portugal,Dão,3.9630075,7.0,3.9784422,1.2070652,3.7183697,11.0,0,True,False
Woodhaven,2019,1141692,Zinfandel 2019,4.1,2297,12.707761085301511,United States,California,1.7928362,231.0,4.483656,2.7350657,2.4722757,219.0,0,True,False
Luis Duarte,2017,1190565,Rubrica Tinto 2017,4.1,357,13.96,Portugal,Alentejano,3.13656,160.0,3.9776075,1.8104546,3.079669,205.0,0,True,False
Pegos Claros,2015,2437632,Reserva Castelão 2015,4.1,569,8.16,Portugal,Palmela,2.9536223,110.0,3.871608,2.069446,2.905491,197.0,0,True,False
Folha do Meio,2015,1293373,Reserva Tinto 2015,4.1,520,14.48,Portugal,Alentejano,3.025403,32.0,4.137047,1.8264414,2.949127,218.0,0,True,False
Ervideira,2018,1510325,Vinha d'Ervideira Colheita Seleccionada Tinto 2018,3.9,682,8.87,Portugal,Alentejo,2.906825,42.0,3.9669502,1.9830213,3.081076,346.0,0,True,False
Dulcinea Santos Ferreira,2015,1174934,Sidónio de Sousa Reserva Tinto 2015,3.9,493,10.61,Portugal,Bairrada,,,,,,,0,True,False
Quinta do Passadouro,2017,2491881,Douro Touriga Franca 2017,4.2,115,21.9,Portugal,Douro,3.2131016,25.0,4.364614,1.8176932,3.5714185,105.0,0,True,False
Cortes de Cima,2015,4987056,Cabernet Sauvignon 2015,4.1,88,16.81,Portugal,Alentejano,2.6821828,11.0,4.359299,1.8852792,3.2810357,62.0,0,True,False
Quinta do Cerrado da Porta,2015,6033502,Grande Reserva Tinto 2015,4.0,31,18.0,Portugal,Lisboa,3.0,1.0,4.0119047,1.1428572,3.0,1.0,0,True,False
Manz,2016,5420891,Reserva 2016,4.3,26,68.65,Portugal,Douro,2.9673522,1.0,4.5945354,1.8598591,3.896282,19.0,0,True,False
Poeira,2016,1184120,Pó de Poeira Tinto 2016,4.0,294,81.78,Portugal,Douro,3.0718143,122.0,4.3880916,1.9438714,3.58028,342.0,0,True,False
Manz,2016,2147128,Douro Tinto 2016,4.2,111,13.45,Portugal,Douro,3.134055,48.0,4.325882,1.6538907,3.337917,180.0,0,True,False
Niepoort,2013,1476944,Ribeira Sacra Ladredo 2013,3.9,57,28.73,Spain,Ribeira Sacra,3.5148966,18.0,3.6860693,1.204862,2.8892243,20.0,0,True,False
Quinta das Tecedeiras,2015,1214055,Douro Reserva 2015,4.2,637,42.35,Portugal,Douro,2.904706,55.0,4.298743,2.0494843,3.538891,310.0,0,True,False
Esporão,2016,4297966,Vinho de Talha Amphora 2016,3.6,40,39.66,Portugal,Alentejo,3.097284,3.0,3.8591607,1.9641235,2.8015807,23.0,0,True,False
Quanta Terra,2014,1248320,Terra a Terra Reserva 2014,3.9,442,24.74,Portugal,Douro,3.1047711,56.0,4.098244,1.7541116,3.388461,250.0,0,True,False
Casa Américo,2013,4258195,Touriga Nacional 2013,3.7,136,9.86,Portugal,Dão,3.783403,25.0,3.7926629,1.5625592,3.6279292,23.0,0,True,False
A.F. Gros,2017,1100246,Pommard Premier Cru 'Les Pézerolles' 2017,4.4,41,108.0,France,Pommard 1er Cru 'Les Pézerolles',3.8087234,47.0,2.8388352,1.5528773,2.2826345,35.0,0,True,False
Herdade do Rocim,2017,1434108,Grande Rocim Reserva Tinto 2017,4.5,126,77.86,Portugal,Alentejo,2.9887288,34.0,4.2657104,2.1494644,3.174743,161.0,0,True,False
Palato do Côa,2014,1541778,Reserva Tinto 2014,4.2,259,17.63,Portugal,Douro,3.1799636,17.0,4.2786636,1.8831755,3.4223032,89.0,0,True,False
Ataide Semedo,2015,1618369,Reserva Baga - Touriga Nacional 2015,4.0,125,10.51,Portugal,Bairrada,,,,,,,0,True,False
Maria Mora,2015,1465932,Reserva 2015,3.9,158,8.98,Portugal,Alentejo,3.092013,32.0,4.2636285,1.4249381,2.9942605,84.0,0,True,False
Quinta de S. José,2015,1295490,Reserva 2015,4.0,60,26.4,Portugal,Douro,3.2152126,16.0,4.4373693,1.9990264,3.7035365,95.0,0,True,False
Monte da Capela,2014,1440579,Terras de Pias Tinto 2014,3.5,81,7.91,Portugal,Alentejano,2.5566492,4.0,3.256126,2.0659685,2.6791623,10.0,0,True,False
Sardus Pater,2008,1195774,Is Arenas Riserva Carignano del Sulcis 2008,3.9,89,16.5,Italy,Carignano del Sulcis,2.380345,57.0,4.62293,2.47936,3.0696502,86.0,0,True,False
Pedra Cancela,2016,1313660,Reserva Tinto 2016,3.9,171,12.36,Portugal,Dão,3.6607432,32.0,3.86635,1.5284768,3.6250772,68.0,0,True,False
Quanta Terra,2008,6967934,Inteiro 2008,4.4,127,55.68,Portugal,Douro,3.3767216,4.0,3.777289,2.1976082,3.6715152,62.0,0,True,False
Companhia das Lezírias,2012,3066545,Tyto Alba Tinto 2012,3.8,625,8.08,Portugal,Ribatejo,,,,,,,0,True,False
Marques de Vargas,2014,1138894,Reserva 2014,3.9,561,11.77,Spain,Rioja,3.7494514,312.0,3.813791,1.6337795,3.6868093,512.0,0,True,False
Herdade Grande,2014,3753346,Gerações Colheita Seleccionada 2014,4.1,137,13.94,Portugal,Alentejano,3.1479268,20.0,4.1552463,1.6428514,3.3827412,151.0,0,True,False
Nelson Neves,2013,1392322,Merlot Reserva 2013,3.8,143,16.23,Portugal,Bairrada,,,,,,,0,True,False
Manz,2016,2288157,Contador de Estorias Reserva 2016,4.3,64,30.51,Portugal,Península de Setúbal,3.2989342,2.0,4.291771,1.3507681,3.2521005,36.0,0,True,False
Jose Carvalheira,2010,2372316,Æquinoctium Autumnus Grande Reserva Tinto 2010,4.3,28,21.93,Portugal,Bairrada,,,,,,,0,True,False
Campolargo,2009,2181154,Catchorro Tinto Cão 2009,3.8,43,14.4,Portugal,Bairrada,,,,,,,0,True,False
Monte da Ravasqueira,2019,1903083,Reserva Tinto 2019,4.1,823,10.56,Portugal,Alentejano,2.9583588,78.0,3.9302728,1.7154428,3.0428772,217.0,0,True,False
Canoso,2016,7297576,Terra Valpolicella Superiore 2016,4.0,72,14.0,Italy,Valpolicella,3.5738206,14.0,2.84783,2.0275002,2.5015092,2.0,0,True,False
Casa da Passarella,2014,1597554,Villa Oliveira Tinto 2014,4.2,123,104.99,Portugal,Dão,3.9429467,33.0,3.9369764,1.7138373,3.7034402,71.0,0,True,False
Casa de Cello,2011,1323947,Quinta da Vegia Tinto 2011,3.5,198,14.48,Portugal,Dão,3.935831,14.0,3.8218637,2.177884,3.3767378,49.0,0,True,False
Estopa,2007,1457004,Reserva Tinto 2007,3.7,25,6.19,Portugal,Douro,3.244899,10.0,4.3625937,1.3460807,3.7866282,17.0,0,True,False
Sociedade Vinicola de Palmela,2017,2304039,Ameias Touriga Nacional 2017,3.5,123,6.87,Portugal,Península de Setúbal,3.2937472,16.0,3.8968291,2.1314192,3.088226,24.0,0,True,False
Bom Viver,2011,1948579,Tinto 2011,3.7,68,15.19,Portugal,Douro,3.227636,4.0,4.319818,1.6933637,3.6361818,4.0,0,True,False
Vadio,2014,2290754,Grande 2014,4.0,95,32.32,Portugal,Bairrada,,,,,,,0,True,False
Head Rock,2015,3423188,Reserva 2015,3.7,59,9.55,Portugal,Trás-os-Montes,3.8496816,0.0,3.5966878,1.106242,3.0009677,8.0,0,True,False
Château Lilian Ladouys,2005,1102121,Saint-Estèphe 2005,3.9,244,42.35,France,Saint-Estèphe,4.274224,1206.0,4.3119297,1.4355482,4.2984557,286.0,0,True,False
Château Croizet-Bages,1983,1136286,Pauillac (Grand Cru Classé) 1983,3.5,26,84.7,France,Pauillac,4.1081743,398.0,4.209297,1.6114353,4.158566,229.0,0,True,False
Château Prieuré-Lichine,1990,736114,Margaux (Grand Cru Classé) 1990,4.4,195,69.0,France,Margaux,4.1634884,1409.0,3.7770016,1.5547935,3.8045142,535.0,0,True,False
Don Melchor,2012,1135069,Cabernet Sauvignon 2012,4.5,3111,102.85,Chile,Puente Alto,2.996523,2282.0,4.273515,1.793436,3.2079263,3475.0,0,True,False
Giovanni Rosso,2012,79326,Barolo Cerretta 2012,4.1,105,75.0,Italy,Barolo,4.655287,119.0,3.8287787,1.4869314,4.3852115,130.0,0,True,False
Marcarini,2015,1825898,La Serra Barolo 2015,4.0,136,68.0,Italy,Barolo,4.6549234,120.0,3.662921,1.5253795,4.3742766,67.0,0,True,False
Palari,2005,92593,Faro 2005,4.2,185,40.0,Italy,Faro,2.6867669,158.0,4.3001904,2.1666832,3.0892498,288.0,0,True,False
Vinarija Benkovac - Korlat Vina,2017,1670967,Cabernet Sauvignon 2017,4.1,235,13.49,Croatia,Sjeverna Dalmacija,,,,,,,0,True,False
Albino Rocca,2011,1571886,Barbaresco Ovello Vigna Loreto 2011,4.2,122,75.0,Italy,Barbaresco,4.5443883,66.0,3.8198483,1.5379798,3.9242437,41.0,0,True,False
Renato Corino,2011,1149636,Barolo 2011,4.0,116,35.0,Italy,Barolo,4.7898273,58.0,3.939875,1.3868521,4.527054,25.0,0,True,False
Paolo Manzone,2013,4500178,Barolo Riserva 2013,4.2,58,69.0,Italy,Barolo,4.507573,23.0,4.077971,1.553797,4.331119,33.0,0,True,False
Château Gloria,1978,86362,Saint-Julien 1978,4.2,29,60.5,France,Saint-Julien,4.181218,1872.0,3.8879855,1.5664628,3.8430514,621.0,0,True,False
Tenuta di Lilliano,2017,1767886,Chianti Classico Riserva 2017,4.0,73,30.77,Italy,Chianti Classico,3.8433046,33.0,3.2613566,1.406713,3.7203302,22.0,0,True,False
Uccelliera,2013,779523,Brunello di Montalcino 2013,4.3,617,47.0,Italy,Brunello di Montalcino,3.8394768,440.0,3.3497355,1.6331654,3.660933,317.0,0,True,False
Château Beauregard,1990,1172145,Pomerol 1990,4.4,48,163.35,France,Pomerol,3.415586,470.0,4.232886,1.6415837,3.5089626,227.0,0,True,False
Giuseppe Cortese,2015,78642,Barbaresco Rabaja 2015,4.0,567,38.0,Italy,Barbaresco,4.6369267,387.0,3.743616,1.4076582,4.1231623,209.0,0,True,False
Domaine de la Guilloterie,2017,1650276,Tradition Saumur-Champigny 2017,3.6,52,10.0,France,Saumur-Champigny,,,,,,,0,True,False
Tenuta di Gracciano della Seta,2017,1210185,Vino Nobile di Montepulciano 2017,3.8,536,18.0,Italy,Vino Nobile di Montepulciano,3.8732185,259.0,3.5150235,1.3299713,3.6225471,63.0,0,True,False
Tenute Sella,2010,1485668,Bramaterra 2010,3.8,107,25.0,Italy,Bramaterra,2.907106,27.0,3.7074168,1.6006538,3.2527516,106.0,0,True,False
Château Léoville Las Cases,1980,81848,Saint-Julien (Grand Cru Classé) 1980,4.1,47,205.7,France,Saint-Julien,4.1836534,2167.0,3.786145,1.6353216,3.8696141,951.0,0,True,False
Château Lalande-Borie,1990,1209244,Saint-Julien 1990,4.1,47,54.45,France,Saint-Julien,4.1706376,638.0,3.832216,1.5766226,3.8244743,213.0,0,True,False
Collelceto,2012,779051,Brunello di Montalcino 2012,3.9,169,35.0,Italy,Brunello di Montalcino,3.831217,94.0,3.0712917,1.4228917,3.4719913,35.0,0,True,False
Roxanich,2013,1213936,SuperIstrian 2013,3.9,95,63.2099728,Croatia,Istria (Croatia),,,,,,,0,True,True
Horta Osorio,2014,1881975,Reserva Tinto 2014,3.8,42,50.5,Portugal,Douro,3.1576717,6.0,4.392266,1.8131808,3.6567879,52.0,0,True,False
Cortes de Cima,2013,2376360,Chaminé Tinto 2013,3.7,3824,16.81,Portugal,Alentejano,2.9193041,523.0,3.897392,1.9316843,2.8388743,2215.0,0,True,False
Nunes Barata,2017,7553103,Ânfora 2017,3.9,45,14.62,Portugal,Alentejano,3.129608,0.0,4.0931373,1.4696732,3.2681046,19.0,0,True,False
Carregosa,2016,7867187,Grande Reserva Touriga Franca 2016,4.2,35,22.71,Portugal,Douro,2.906598,0.0,3.4628448,2.8420823,3.2081525,22.0,0,True,False
Pormenor,2017,2515177,Tinto 2017,4.1,196,14.69,Portugal,Douro,2.9512339,26.0,4.0288973,1.7240927,3.3067267,153.0,0,True,False
Château Vartely,2018,2093920,Merlot Sec 2018,3.5,25,8.47113461912331,Moldova,Moldova,,,,,,,0,True,False
Petrény,2011,4401366,Superior Padok 2011,4.3,196,36.85653194251725,Hungary,Eger,4.0707054,13.0,3.9901354,1.6185135,4.0917263,30.0,0,True,False
Petrény,2015,2778807,Pinot Noir 2015,3.7,63,17.579881521406442,Hungary,Eger,,,,,,,0,True,False
Bom Viver,2012,4568994,Reserva Tinto 2012,4.1,46,19.02,Portugal,Douro,3.0,2.0,5.0,2.5461705,4.1006384,9.0,0,True,False
Quinta da Gandara,2010,1968548,Touriga Nacional Reserva 2010,4.1,83,18.29,Portugal,Dão,3.7499065,21.0,3.8819287,1.6400374,3.759738,24.0,0,True,False
Quinta da Pedra Escrita,2018,7199688,Tinto 2018,4.1,175,17.44,Portugal,Douro,3.0448956,30.0,3.9453645,2.2254648,3.2715747,156.0,0,True,False
Herdade do Rocim,2018,2865433,Reserva Tinto 2018,4.1,94,13.53,Portugal,Alentejano,3.0473552,20.0,4.360766,1.8483765,3.2341316,166.0,0,True,False
Casa Cadaval,2017,1686786,Trincadeira Preta 2017,3.9,95,11.72,Portugal,Ribatejo,,,,,,,0,True,False
Lagoalva,2013,1871653,Dona Isabel Juliana 2013,4.5,70,37.49,Portugal,Tejo,,,,,,,0,True,False
Susana Esteban,2017,1937426,Crochet 2017,4.3,165,28.98,Portugal,Douro,2.9288826,40.0,4.251254,1.9148039,3.3970487,243.0,0,True,False
Quanta Terra,2015,1243856,Grande Reserva Red 2015,4.2,484,22.31,Portugal,Douro,3.0589683,58.0,4.3335643,1.7806354,3.5235572,337.0,0,True,False
Quinta dos Plátanos,2013,1278309,Tou Noir Tinto 2013,3.8,46,9.55,Portugal,Lisboa,2.7603228,1.0,3.5559142,2.4258065,3.2404304,6.0,0,True,False
António Saramago,2016,2115287,Reserva Tinto 2016,4.3,43,16.97,Portugal,Península de Setúbal,3.0669394,14.0,3.6374876,1.8434894,2.91555,54.0,0,True,False
Quinta de S. José,2015,1295490,Reserva 2015,4.0,60,26.4,Portugal,Douro,3.2152126,16.0,4.4373693,1.9990264,3.7035365,95.0,0,True,False
Casa Américo,2013,4258195,Touriga Nacional 2013,3.7,136,9.86,Portugal,Dão,3.783403,25.0,3.7926629,1.5625592,3.6279292,23.0,0,True,False
A.F. Gros,2017,1100246,Pommard Premier Cru 'Les Pézerolles' 2017,4.4,41,108.0,France,Pommard 1er Cru 'Les Pézerolles',3.8087234,47.0,2.8388352,1.5528773,2.2826345,35.0,0,True,False
Pedra Cancela,2016,1313660,Reserva Tinto 2016,3.9,171,12.36,Portugal,Dão,3.6607432,32.0,3.86635,1.5284768,3.6250772,68.0,0,True,False
Ataide Semedo,2015,1618369,Reserva Baga - Touriga Nacional 2015,4.0,125,10.51,Portugal,Bairrada,,,,,,,0,True,False
Monte da Capela,2014,1440579,Terras de Pias Tinto 2014,3.5,81,7.91,Portugal,Alentejano,2.5566492,4.0,3.256126,2.0659685,2.6791623,10.0,0,True,False
Sardus Pater,2008,1195774,Is Arenas Riserva Carignano del Sulcis 2008,3.9,89,16.5,Italy,Carignano del Sulcis,2.380345,57.0,4.62293,2.47936,3.0696502,86.0,0,True,False
